Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Survival Rate (%)
4,2030-12-06,26.4,56,1588.2,7,51.12553556
5,2030-12-07,12.8,67.3,1216.2,5.5,57.43182445
2,2030-12-08,31.3,77.7,669.5,5.9,40.12266029
6,2030-12-09,23.3,40.7,1796.8,5.7,45.49517588
4,2030-12-10,10.5,74.1,1236.5,5,35.15156492
3,2030-12-11,13.4,76.8,1615.1,6.7,33.84716943
8,2030-12-12,25.6,35,1254,6.7,40.93490456
1,2030-12-13,12.4,76.5,1165.1,6.8,56.07236639
5,2030-12-14,27.6,50.1,1649,6.2,49.12425321
7,2030-12-15,33.1,62,1945.6,5,38.73086077
9,2030-12-16,26.5,51.2,1800.5,6.1,57.25950362
8,2030-12-17,22.1,51.7,1699.5,6.8,76.48784486
9,2030-12-18,11,46.8,1205.5,7.7,43.40694466
4,2030-12-19,13.6,30.4,612,5.9,47.29551808
5,2030-12-20,30.4,33.6,1983.7,6,25.74324957
5,2030-12-21,10.8,88.8,625.4,6.2,50.15126888
10,2030-12-22,18.1,52.3,691.4,7.8,91.80467908
4,2030-12-23,25.8,69.5,1011.6,5,58.74235346
6,2030-12-24,26.3,41.3,1361.2,6.2,53.41380176
9,2030-12-25,21.4,77.4,1844.4,5.9,44.55378482
7,2030-12-26,12.6,51.3,1002.6,6.3,73.79610505
5,2030-12-27,27.3,64.8,1951.8,6.3,52.55143992
2,2030-12-28,16.7,85.3,1589.6,7.7,42.92423461
3,2030-12-29,22.3,53.4,1963.5,7.6,68.4746078
6,2030-12-30,20.2,64.8,1474.6,5.7,93.19153447
10,2030-12-31,30.1,40.1,1747.2,7.9,20.71134776
7,2031-01-01,30.2,88.4,1231.7,6.4,47.85235106
7,2031-01-02,10.6,56.3,1609.4,7.6,37.23824159
5,2031-01-03,33.1,79,968,7,46.22046615
3,2031-01-04,33.5,66.5,838.8,6.3,72.18181259
6,2031-01-05,34,88.4,1464,5.5,47.98372497
9,2031-01-06,14.1,74.5,1411.6,7,49.59629276
9,2031-01-07,31.6,78.9,1458.5,6.9,49.0495659
1,2031-01-08,18.4,71.7,587.3,6.9,75.1493237
5,2031-01-09,13.3,83,977.5,6.1,49.67783011
5,2031-01-10,23.1,75.2,1074.2,5.4,68.57998897
9,2031-01-11,31.7,60.1,1835.4,5,39.61649175
8,2031-01-12,33.8,55.7,1284.3,5.8,52.53705424
8,2031-01-13,12.6,51.2,990.1,5.6,57.18381142
1,2031-01-14,23.5,65.3,1715.7,6.4,75.61915938
7,2031-01-15,16.4,31.9,802.6,7.9,61.9443942
2,2031-01-16,20.7,43.7,1467.4,7.7,69.08487882
10,2031-01-17,10.2,82.4,899.1,5.8,42.81401445
9,2031-01-18,17.4,32.6,1423.7,6.3,78.54007301
3,2031-01-19,16.5,52.5,682.4,6.9,100
2,2031-01-20,34.7,68.4,955.6,6.4,66.44982551
1,2031-01-21,22.2,54.4,996.2,5.6,87.26618395
5,2031-01-22,27.3,55.5,1012.3,7,71.82378487
8,2031-01-23,22.5,41.6,1026,6.7,84.87785296
3,2031-01-24,21.1,86.4,809.9,6.2,78.09091915
8,2031-01-25,24.3,78.1,1749.3,6.9,61.30586879
9,2031-01-26,27,68,995.8,6.5,66.41603578
9,2031-01-27,24.4,55.1,1230.2,6.4,100
1,2031-01-28,33.8,59.3,1196.6,6.2,65.22164207
7,2031-01-29,12.7,41,968,5.4,38.55217608
3,2031-01-30,10.2,70.1,645.3,7.4,35.17807046
10,2031-01-31,12.7,82,1780.9,6.6,37.67490095
7,2031-02-01,29.3,31.6,953.9,7.4,34.18125443
10,2031-02-02,27.2,88.5,885.4,6.5,46.2903267
3,2031-02-03,30.5,44.8,1885.2,6.3,31.61612004
8,2031-02-04,19.2,80.6,1746.5,6.2,55.10826338
10,2031-02-05,16.8,62.5,1074.5,7.2,86.04658825
8,2031-02-06,32.2,63.1,514.1,7.2,58.03200974
8,2031-02-07,23.8,59.6,1479.4,5.3,89.87127325
9,2031-02-08,26.1,31.5,1124.6,6,56.02749796
5,2031-02-09,30.7,77,1899.7,5.3,20.71544402
9,2031-02-10,31.3,40.5,1733.2,7.9,10.93147699
1,2031-02-11,22,54.8,806.1,6.3,100
6,2031-02-12,28.2,53.2,967.1,5.2,63.76849964
9,2031-02-13,24.6,82.9,1690,6.7,63.51440491
3,2031-02-14,13.3,46.7,1233.6,6.5,49.14103916
1,2031-02-15,21.9,76,973.4,6.8,83.62645623
7,2031-02-16,20.4,62,1725.3,8,66.55668002
3,2031-02-17,14.4,86.3,1738,7,35.38495574
4,2031-02-18,11.4,71.8,1143,6.4,48.37141717
2,2031-02-19,28,49.7,1887,7.2,14.177459
7,2031-02-20,32.6,82.5,534.6,6.3,45.39866235
1,2031-02-21,24.3,56.2,687.6,7.6,90.54697924
3,2031-02-22,15.8,30.4,1860.7,7.1,44.85935348
6,2031-02-23,28.2,33.6,1491.4,7.5,34.81116186
5,2031-02-24,17.9,82.8,804.1,6.9,79.52344197
9,2031-02-25,10.2,70.1,574.3,6.5,52.28793072
2,2031-02-26,15,58.3,1362.9,6.7,100
5,2031-02-27,26.9,55.1,1631.5,5.7,35.80150392
7,2031-02-28,15.3,36.4,1702.6,6,54.01092762
5,2031-03-01,18.5,35.6,1411.7,6.1,75.20356712
5,2031-03-02,30.1,43.3,1829.5,6.4,31.98258052
1,2031-03-03,22,45.9,1342.7,5.7,69.03071939
2,2031-03-04,19.1,86.1,571.3,7.5,72.06118167
4,2031-03-05,32.2,61.5,1449.2,5.8,67.54456578
3,2031-03-06,10,71,1196.4,6.6,49.37125869
2,2031-03-07,12.5,34.8,1667.3,7.6,19.83112881
9,2031-03-08,15.7,78.4,1811.7,5,54.77366365
6,2031-03-09,32.5,80.4,558.4,7.5,44.14902361
8,2031-03-10,10.1,40.1,1930.6,5.8,17.87080253
1,2031-03-11,30.2,36,669.9,6.2,51.26776272
2,2031-03-12,22.3,37.7,1557.5,5.6,58.31757797
1,2031-03-13,14.9,77,1148.9,6.6,56.45884396
9,2031-03-14,24.6,66.8,1174,5.3,88.95863592
3,2031-03-15,20.7,64.3,661.7,6.1,100
6,2031-03-16,31.5,73,593.6,7.1,38.72508526
3,2031-03-17,16.7,83.7,1206.1,5.2,66.51816598
9,2031-03-18,28.5,78.4,1219.5,6.8,57.8463084
1,2031-03-19,26.7,36.6,1861,6,34.44817644
9,2031-03-20,25.4,54.1,965.3,5.1,58.481821
7,2031-03-21,26.1,34.1,646.2,6.6,52.0272653
7,2031-03-22,28.2,54,607.2,7.1,61.85697865
6,2031-03-23,13.9,79.6,1861.1,5.7,23.44985292
1,2031-03-24,22,54.3,1625,7.6,71.93063433
1,2031-03-25,28.7,50.2,1480.2,7.7,61.70344185
8,2031-03-26,21.6,39,562.3,5.1,63.41455291
7,2031-03-27,12.4,46.8,1577.2,5.8,16.71248873
10,2031-03-28,10.3,75,1918.5,7.7,20.4058603
6,2031-03-29,32.5,55.9,1781.4,6,47.12885632
3,2031-03-30,24.6,62.3,860.1,5.3,91.3150896
1,2031-03-31,17.6,49.2,921.7,5.8,65.21043615
3,2031-04-01,34.2,88.8,1946.6,5.3,14.58984972
3,2031-04-02,20.3,87.4,823.4,5.9,75.25376223
7,2031-04-03,16,70.9,1640.7,5.6,54.423375
7,2031-04-04,34.5,80.4,1784.1,7.1,22.01000725
9,2031-04-05,24.5,77,1231.3,7.9,67.87338907
4,2031-04-06,10.1,65.6,1210.9,5.8,65.02360436
4,2031-04-07,31.4,70.1,630.4,7.8,35.72463925
2,2031-04-08,17.7,30.7,860.6,6.8,77.2352159
4,2031-04-09,33.4,53,1609.4,6.3,48.81244065
5,2031-04-10,17.9,82.2,818.8,8,64.53924689
1,2031-04-11,30.6,80.2,908.6,6.6,41.2786428
6,2031-04-12,27.3,45.7,1897.2,5.2,22.41921007
7,2031-04-13,19.3,63,1092.4,5.5,92.01133522
6,2031-04-14,21.3,43.4,1539.9,7.4,52.31828138
4,2031-04-15,33.8,30.5,1764.9,6.2,39.12658123
10,2031-04-16,20.7,53.6,958.3,6.7,100
8,2031-04-17,27,40.2,1367.5,5.7,38.04665338
3,2031-04-18,23.2,42.5,678.6,6.1,79.93828758
3,2031-04-19,25.3,34.9,1963.5,6.1,31.32340442
1,2031-04-20,31.2,43.1,1320.6,5.9,43.26374817
2,2031-04-21,19.5,84.3,1444.2,5.5,69.63259296
4,2031-04-22,21.2,56.7,1306.9,5.2,93.51518553
2,2031-04-23,33.5,87.1,566.4,7.6,38.72988226
4,2031-04-24,21.9,53.8,581.2,6.8,100
9,2031-04-25,20.2,79.2,922.7,7.1,70.27324158
4,2031-04-26,18,72,1752.5,5.4,51.68977436
9,2031-04-27,18.5,80.5,1204.7,5.9,70.521721
7,2031-04-28,21,45.5,1968.2,6.1,57.96314631
1,2031-04-29,34.8,42.1,1084,6.3,56.07278356
10,2031-04-30,29.8,58.4,1105.1,5.5,56.96660952
2,2031-05-01,22.5,87.6,1961.4,6.1,64.61589727
4,2031-05-02,12.8,81.3,845,7.4,39.83352228
9,2031-05-03,21,86,701.4,5.4,72.7768188
5,2031-05-04,31.8,75.3,1391,7.8,41.47213643
10,2031-05-05,14.5,84.7,1199.8,5.6,48.14494924
9,2031-05-06,28.7,79.9,1487.8,7.2,34.48611246
5,2031-05-07,28.3,67.3,1291.9,6.1,67.08036494
5,2031-05-08,24.5,39.7,1561.3,7,53.25871901
6,2031-05-09,11.1,47.3,514.7,7,54.65889052
10,2031-05-10,22.2,82.2,1679.3,7.5,49.26119152
10,2031-05-11,32.6,42,1746,8,27.10722826
1,2031-05-12,24.4,64.4,1183.8,7.4,88.97674584
10,2031-05-13,27.8,44.6,1739.6,6.4,32.91444512
1,2031-05-14,34.9,53.7,1684.1,7.9,39.15790616
3,2031-05-15,33.5,43.7,1377.2,7.3,43.25203559
3,2031-05-16,32.4,55,1907.3,5.5,43.8409737
8,2031-05-17,13.3,53.7,1180.5,7.8,58.88750052
4,2031-05-18,18.9,49,1660.8,5.2,51.05837503
1,2031-05-19,12.3,41,764.9,7.8,41.87207326
6,2031-05-20,16.9,71.4,866.2,6.1,78.11932717
2,2031-05-21,23.9,48.9,908.4,8,73.37257736
4,2031-05-22,15.2,85.3,797.4,7.6,69.52585274
3,2031-05-23,27.8,80,825.5,7.2,33.01684119
6,2031-05-24,12.8,58.3,1459,7.3,64.42751172
4,2031-05-25,13.5,39.1,1691,5.6,33.78798524
6,2031-05-26,32.7,83.8,1245.4,5.3,37.65333087
6,2031-05-27,29.8,72.2,882.5,7.3,36.28464161
10,2031-05-28,21.5,73.9,1223.1,5.2,70.18882125
10,2031-05-29,17,77.7,520,5.6,68.97217695
9,2031-05-30,34.2,86,905.3,7.9,35.41997533
6,2031-05-31,26.1,64.7,1133.7,6.8,71.94792471
7,2031-06-01,13.9,45.7,1866.1,6.1,30.04419263
9,2031-06-02,23.5,78.9,1628.5,6.6,63.22475613
3,2031-06-03,31.7,38,1198.9,5.9,41.9953687
1,2031-06-04,20.1,60,1425,6.3,100
6,2031-06-05,16.1,58.2,1453.7,7.6,87.77012842
6,2031-06-06,21.6,52.2,1637.4,7.9,72.57188671
6,2031-06-07,14.7,50.4,518.3,5.5,65.5519482
7,2031-06-08,14.9,52.5,1910.4,6.9,44.02002232
5,2031-06-09,27.2,61.8,679.6,7.1,60.75859589
3,2031-06-10,15.7,44.5,863.5,5.8,70.21638626
3,2031-06-11,25.1,54.9,1298.3,5.3,60.32483199
2,2031-06-12,10.2,52.6,728,5.7,61.30236474
1,2031-06-13,11.1,44.4,1646.3,6.8,26.28451975
2,2031-06-14,16.4,68.1,576.6,5.1,93.53452766
9,2031-06-15,18.6,89.1,1086.5,6.5,84.60075905
4,2031-06-16,25.2,43.1,1278.7,6.6,48.33492086
3,2031-06-17,31.1,46.9,1800.7,6.5,28.71882403
8,2031-06-18,21.3,62.7,1393.3,5.8,87.69824695
6,2031-06-19,11.6,37.9,1443.6,5.5,42.05192829
5,2031-06-20,12,76,1827.1,5.7,19.66994052
8,2031-06-21,13,57.1,1091,5.6,58.14141431
7,2031-06-22,10.9,76.4,633.3,5.3,45.86656313
9,2031-06-23,26.6,52.1,1279.9,7.8,69.37634437
8,2031-06-24,27.9,73.4,1858.4,5.9,31.75490465
9,2031-06-25,32.3,88.4,1563,7.7,20.27321696
1,2031-06-26,12.2,47.2,610.4,5.7,32.86672735
2,2031-06-27,13.3,68,1623.4,6.4,48.30534653
6,2031-06-28,32,79.8,589.8,5.6,39.30383078
10,2031-06-29,34.8,48.4,785.6,5.6,39.49755071
1,2031-06-30,19.4,33.7,1303.8,7.1,70.53926792
4,2031-07-01,30.7,70.1,786.7,5.1,38.78988931
1,2031-07-02,29.6,35.6,1215.9,6.2,58.80528798
6,2031-07-03,27.9,78.3,959,5.1,44.24209676
1,2031-07-04,23.7,88.7,1521.8,7.4,58.85679293
9,2031-07-05,21.7,59.8,1132.6,7.9,94.57363053
7,2031-07-06,25.2,78.7,1274.1,6.6,49.03248297
10,2031-07-07,15,40.8,1980.2,6.3,65.77728309
5,2031-07-08,31,30.3,1411.1,6.5,54.18742597
9,2031-07-09,13.4,44.4,1404.1,6.7,55.26962013
3,2031-07-10,20.5,70.3,1969.2,7.3,49.91582358
9,2031-07-11,16.8,57.3,1402.2,5.9,86.76436074
9,2031-07-12,27,44.8,821,6.1,50.71703611
10,2031-07-13,17.4,34.8,1196.6,5.4,65.85382653
4,2031-07-14,16.7,33.5,736.8,7.8,66.31869322
1,2031-07-15,11.9,77.3,1082.9,7.3,43.21016489
5,2031-07-16,16.4,35.5,1260.4,7.8,76.81017583
1,2031-07-17,15,70.5,1086.1,5.1,67.72791896
8,2031-07-18,17.3,86.6,960.8,5.1,74.28159233
8,2031-07-19,30.7,69.2,1292.9,7.9,65.97716303
3,2031-07-20,19.2,48.6,1434.6,7.2,70.02576102
5,2031-07-21,17.2,50.1,1030.6,6.3,100
4,2031-07-22,17.8,30.6,971.8,7.3,69.38571616
1,2031-07-23,14.5,61.7,642,6.4,71.65278595
3,2031-07-24,23.7,71.4,1957.8,7.3,40.67451805
10,2031-07-25,30.9,74.3,1867.2,5.3,14.77245742
1,2031-07-26,24.6,78.4,1904.1,7.6,52.70990523
1,2031-07-27,21.2,88.5,838.5,5.3,72.37883488
3,2031-07-28,31.1,34.1,756.5,6.8,55.60159827
6,2031-07-29,19.4,72,1104.5,7.7,64.50824696
8,2031-07-30,21.3,82.4,849.8,6.4,77.09710322
7,2031-07-31,29.8,83.9,899.5,7.9,40.43878715
7,2031-08-01,28.5,80.6,1013.1,7.9,33.6457612
8,2031-08-02,23.4,39.5,825.1,6.8,79.52729956
8,2031-08-03,24.2,78.9,1323.8,7.8,69.52488596
10,2031-08-04,14.9,57.5,1290,7.3,60.35122227
3,2031-08-05,22.9,62.8,1642.9,7.9,65.49856357
2,2031-08-06,22.5,48.5,1720,6.4,55.34694627
4,2031-08-07,10.2,56.9,1150.6,5.1,67.67621898
10,2031-08-08,12.2,80.9,772.8,6.1,59.20382397
1,2031-08-09,10.1,65.5,1767,6.4,50.11261368
1,2031-08-10,24.6,60.2,581.6,5.8,87.58383795
9,2031-08-11,11.1,60.5,827.6,5.8,51.8680968
9,2031-08-12,34.2,65.3,1227.8,5.3,56.50086788
1,2031-08-13,30,47.4,542.5,7.7,42.8536556
9,2031-08-14,14.5,34.8,654.6,5.3,49.18984312
1,2031-08-15,11.7,43.7,876.3,5.6,45.49370696
8,2031-08-16,16.4,51.1,1819,7.6,70.81482454
6,2031-08-17,13.3,37.8,509.1,5.4,38.25085774
9,2031-08-18,34.8,73.1,1414.8,5.2,35.4832904
3,2031-08-19,22.5,35.1,1297.3,5.3,74.82201967
1,2031-08-20,25.6,64.4,1821.2,7.4,38.40321266
8,2031-08-21,11.1,66.8,628.3,6.4,70.4891458
9,2031-08-22,10.8,79.1,1124,5.5,47.84911517
4,2031-08-23,25.1,53.8,1988,5.3,28.77353569
8,2031-08-24,26.3,48.2,1927.5,6.4,36.19435982
8,2031-08-25,11,55.5,1122.3,5.9,59.44703573
8,2031-08-26,17.9,83.9,1629.3,5.5,54.70727982
3,2031-08-27,11.8,50,1167.8,6.9,73.38510414
7,2031-08-28,26.5,77.9,1466.1,6.9,47.12184704
10,2031-08-29,23,54.8,905.7,7.7,89.67777123
9,2031-08-30,31.1,65,1121.4,5.6,62.34691912
5,2031-08-31,19.1,60.2,1583.2,6.3,78.47405358
10,2031-09-01,12.3,78,958.4,5.5,36.20300517
10,2031-09-02,25.9,64.6,1894.9,5.4,32.01466611
3,2031-09-03,23.8,52.1,1479.3,5.6,87.70239318
6,2031-09-04,14.6,76,869.2,5.1,47.39046727
1,2031-09-05,18.4,48.3,1391.6,8,67.48905664
10,2031-09-06,13.2,66.7,1458.6,5.6,53.91898831
6,2031-09-07,33.6,61.5,714.5,7.9,56.01030745
1,2031-09-08,10.7,32.4,1783,6.7,29.52302929
3,2031-09-09,29,35.9,731.1,7,49.81657922
9,2031-09-10,17.6,51.7,745.6,7.9,90.31089121
5,2031-09-11,11.7,44.2,708.5,6.3,55.49976987
1,2031-09-12,22.2,44.4,949.4,6.8,75.88974214
9,2031-09-13,22.3,49.2,537.8,7.2,67.00482828
1,2031-09-14,32,40.7,1980.3,6.3,22.87138346
6,2031-09-15,12.4,50,1574.1,6.1,46.52625239
7,2031-09-16,21.6,35.5,1591.9,7.7,57.68043833
3,2031-09-17,10.3,57.3,886.1,6,72.2855004
4,2031-09-18,21.6,40.4,796,7.4,65.64085953
8,2031-09-19,13.7,44.7,1949.4,6.8,26.51707685
5,2031-09-20,16.7,46.5,1483.8,5.4,67.78952818
1,2031-09-21,15.6,54.5,870.4,6.8,100
10,2031-09-22,11.2,39,1094.7,7.6,41.21943648
10,2031-09-23,27.9,46.2,1525,7.7,9.852867137
3,2031-09-24,12.7,44.6,697.8,6.8,47.43019287
2,2031-09-25,18.4,36.1,690.4,7.1,72.76405786
1,2031-09-26,16.3,81,1570.2,6,65.35495714
5,2031-09-27,16.5,37.6,574.6,6,76.92772589
5,2031-09-28,34.5,72.7,1096.3,7.5,44.41191916
10,2031-09-29,10.6,68.7,1377.6,7.4,59.89207633
2,2031-09-30,34,55.4,1721.5,7.5,31.80740734
3,2031-10-01,29.4,67.8,1979.1,5.5,37.13449696
4,2031-10-02,21.5,84,1676.1,7.3,56.13058832
7,2031-10-03,21.7,82.9,1147.6,7,78.30691107
3,2031-10-04,12.2,73.6,1371.4,5.4,51.57638323
9,2031-10-05,14.3,40.1,640.3,7.1,36.53719556
5,2031-10-06,10.1,70.1,972.5,5.3,33.89122074
1,2031-10-07,29.5,40.9,1689.3,5,28.67419684
3,2031-10-08,14.9,43.2,1199.7,5.4,39.18395067
5,2031-10-09,20.5,37.2,1601.3,5.2,42.91875594
10,2031-10-10,17.2,55.3,1060.7,5.8,91.45953944
3,2031-10-11,18.7,32.7,1783.2,7.1,49.24697746
10,2031-10-12,32.7,38.7,554,6.1,55.62230249
4,2031-10-13,32,30.7,1168.4,5.9,31.67231527
1,2031-10-14,20.2,65.6,1716,6.9,82.28562814
5,2031-10-15,25.7,52.3,1007.2,6.2,74.16944276
5,2031-10-16,30.6,39.1,1220.8,7.3,35.81166173
10,2031-10-17,19.3,68.7,634.9,6.3,100
6,2031-10-18,29.2,85,1962.3,5.8,22.94762713
8,2031-10-19,34.9,61.6,1628.6,7.8,32.90270105
5,2031-10-20,15.4,80.3,1459.2,6.8,77.64266395
9,2031-10-21,14.1,85.9,1620.5,5.5,12.357714
6,2031-10-22,24,67.3,679.3,6.5,100
3,2031-10-23,14.5,81.7,1516.2,6.9,24.05469098
3,2031-10-24,32.8,52.3,959.4,6.6,65.06055073
9,2031-10-25,17,80.2,1789.3,5.5,41.94557769
10,2031-10-26,13.2,55.5,1244.4,7.6,60.44273749
5,2031-10-27,10.1,69.2,807.5,7.4,65.88032212
4,2031-10-28,22.6,80,828.7,7.6,74.68289132
2,2031-10-29,34.8,49.4,1363.8,5.3,37.23205806
4,2031-10-30,27.8,68.9,1047,5.8,60.73829687
2,2031-10-31,25.6,31.1,1094.8,7.8,41.92938219
1,2031-11-01,22.6,48.4,705.5,6,84.87064533
3,2031-11-02,31.5,68.8,1159.4,7.4,65.13820714
3,2031-11-03,32.4,54.5,1027.6,5.8,57.27108588
3,2031-11-04,31.1,83.3,1653.5,7,37.54487122
1,2031-11-05,19.8,67.3,576.3,7.4,92.17354419
3,2031-11-06,29.5,62.8,1119.6,7.9,60.16824668
4,2031-11-07,16.7,52.9,1874.4,7,84.59715283
6,2031-11-08,31,45.7,603.5,6.7,51.79863287
10,2031-11-09,22.1,57.2,661.2,5.7,92.62876377
6,2031-11-10,18.1,68,1786.5,6.6,79.47932701
2,2031-11-11,34.7,87.2,1652.2,5.6,19.05435777
6,2031-11-12,23.2,59.5,719,5.4,87.44415893
4,2031-11-13,31.2,52.9,1788.3,7.7,44.1002996
1,2031-11-14,21.3,53.4,843.3,7.1,91.92302081
4,2031-11-15,10.4,62.3,721.3,6.3,65.62602875
6,2031-11-16,18.8,53,1780.4,6.7,78.12092112
7,2031-11-17,10.3,59,1367.7,5.3,66.04893236
4,2031-11-18,34.2,38.7,1289.1,6.7,48.46388817
6,2031-11-19,19.6,48.7,1537.8,5,42.17206966
8,2031-11-20,29.1,57.8,1163.4,7.6,57.44270058
10,2031-11-21,17.8,53,1841.9,5.4,67.21664466
8,2031-11-22,34.6,38.2,1662.2,7.1,26.05869116
2,2031-11-23,22.7,53.5,1194.2,8,85.90001385
3,2031-11-24,21.5,89,573.1,7.2,70.61498224
1,2031-11-25,24.4,67.3,974.9,8,91.18119136
10,2031-11-26,14.6,80.9,1299.1,5.2,41.01026322
3,2031-11-27,31.6,85,984.8,6.8,48.43583285
10,2031-11-28,15.4,40.1,1116.8,5.1,74.69374
9,2031-11-29,16.7,33,1235.8,6.8,76.9205897
9,2031-11-30,17,42.8,1955.4,6.9,54.98483064
6,2031-12-01,16.5,76,1694,5.4,45.4206847
10,2031-12-02,29.7,56.6,942.3,7.8,61.34388393
3,2031-12-03,31.8,61.9,875.8,5.2,55.0719489
9,2031-12-04,20.2,76.8,1940.1,5.9,51.55925964
5,2031-12-05,20.8,36.7,1243.3,7.4,70.20706751
5,2031-12-06,23.4,35.3,1049.9,7.6,73.52930233
7,2031-12-07,10.4,75.2,1563.9,5.3,12.01518748
8,2031-12-08,18.6,41.3,1498,6.1,78.09495893
9,2031-12-09,21.9,89.6,1461.7,8,76.39815426
6,2031-12-10,25.7,37.5,847.2,6.6,51.90996247
2,2031-12-11,16.7,47.7,1822.4,6.2,58.43457277
6,2031-12-12,23.6,51,1573.2,7.1,62.36477016
3,2031-12-13,32.3,54.2,855.5,6,67.80366295
8,2031-12-14,22.5,83.2,857.2,7.2,71.8192759
9,2031-12-15,20.2,81.9,1446.2,5.5,66.41542366
3,2031-12-16,15,65.8,1391.5,6.6,100
8,2031-12-17,28.1,34.8,686.2,6,51.90758675
4,2031-12-18,28.1,47.1,1561.9,6.7,29.07011768
7,2031-12-19,26.4,62,516.9,6.1,74.7156515
2,2031-12-20,23.1,82.9,1170.2,5.3,74.96198807
6,2031-12-21,23.3,47.1,1391.5,6.6,77.25319261
9,2031-12-22,23.6,47.8,1937.9,7.7,42.03142053
2,2031-12-23,13.7,63.9,1385.3,5.4,58.95924492
10,2031-12-24,20,45.6,601,7.4,64.64537122
2,2031-12-25,19.8,75.7,1719.1,6.3,60.7487008
10,2031-12-26,28.5,53.9,1767.8,6.8,47.678164
3,2031-12-27,26.7,63.2,1756.9,5.4,44.56029831
1,2031-12-28,31.5,30,1658.2,6.5,39.74532807
4,2031-12-29,23.1,80.9,648.2,5.8,67.32580656
1,2031-12-30,34.2,38.4,1366.9,6.5,47.01154234
8,2031-12-31,30,41.7,1058.7,5.6,44.33308767
6,2032-01-01,25.7,86.6,1897.2,6.5,33.96920572
10,2032-01-02,16.5,78.6,1950.7,7.7,57.97534696
5,2032-01-03,12.5,43.3,1422.5,7.8,34.81358717
7,2032-01-04,13.7,40,1206.8,7.6,39.79517886
4,2032-01-05,14.9,34.2,968.8,6.1,46.13266775
8,2032-01-06,15.6,69.9,1760.1,5.2,73.20091639
7,2032-01-07,23.6,30.6,644.9,6.6,80.63396972
3,2032-01-08,29.3,74.9,1094.2,7.3,41.4200489
1,2032-01-09,32,39.1,1371.8,7.3,48.01825381
1,2032-01-10,24.3,36.1,750.8,5.8,63.90827157
5,2032-01-11,16.4,40.3,1903.3,6.1,59.57463908
1,2032-01-12,14.2,50.5,1564.1,5.6,45.11036922
10,2032-01-13,33.1,47.4,1295.8,6.5,51.28845639
5,2032-01-14,25.2,32.4,736.7,7.4,44.80688961
1,2032-01-15,29,58.2,1035.4,7.4,59.11582431
4,2032-01-16,23.1,87.8,1161.3,5.9,72.18900497
5,2032-01-17,32.2,42.4,1285.5,8,31.61187328
5,2032-01-18,35,35.1,1384.8,7.5,48.21869237
6,2032-01-19,29.5,66.9,1352,5.8,59.25549295
1,2032-01-20,16.1,59.5,1921.9,5.6,72.08113358
8,2032-01-21,12.3,50.8,1900.6,5.2,35.34537553
5,2032-01-22,14.5,49.9,1500.9,5,17.00467963
1,2032-01-23,23.8,35.3,673.2,7.8,70.0070813
10,2032-01-24,33.3,38.7,1639.4,7.1,10.81876268
3,2032-01-25,32.7,54.6,935.1,6.3,71.81994441
7,2032-01-26,25.2,41.2,519.2,5.6,42.58721212
4,2032-01-27,33,72.8,1791,7,40.82146927
7,2032-01-28,16.8,84.8,1192,7.1,65.88640759
5,2032-01-29,33.6,66.1,1125.4,7.3,56.56979757
8,2032-01-30,10.2,44.2,1656.2,5.8,27.49573616
5,2032-01-31,28.3,45.3,1861,5.7,13.46317752
10,2032-02-01,18,79.5,1884.1,7.2,57.15718363
2,2032-02-02,34.7,88.3,995.5,5.9,30.88805245
10,2032-02-03,18.5,67,1863.9,6.6,75.838324
1,2032-02-04,10.4,40.1,1765.1,7,25.52926582
8,2032-02-05,10.6,85.8,554,6,52.12364596
3,2032-02-06,32.1,74.2,1453.3,6.8,48.08804455
3,2032-02-07,27.4,38.1,1413.6,6.9,51.79772373
9,2032-02-08,26.3,76.2,747.4,7.1,43.28348668
3,2032-02-09,11.7,88.7,1880.9,8,14.17284588
7,2032-02-10,29.7,55.9,1211.9,6,70.69122251
1,2032-02-11,33,32.2,1615.7,5.1,23.02711199
5,2032-02-12,23.9,89.3,804.8,6.9,84.29797207
8,2032-02-13,24.6,37.5,1624.5,5.8,44.04301963
7,2032-02-14,21.8,35.4,1934,7.3,49.33828333
1,2032-02-15,17.1,77.4,1209.7,6.7,81.84884925
1,2032-02-16,29.8,68,1173.9,7.1,54.95081494
6,2032-02-17,33.3,31.4,598,6.4,51.42314963
4,2032-02-18,12.6,74.3,1919.7,6,30.89919753
4,2032-02-19,30.8,31.5,1255.7,5.6,34.39608709
2,2032-02-20,11.5,53.7,553.9,6.3,65.31932393
2,2032-02-21,32.8,45.6,1102.2,6.5,51.9663329
4,2032-02-22,21,53.3,755.6,5.3,92.77745396
7,2032-02-23,11.2,72.5,560.6,5.4,41.9095328
5,2032-02-24,22.5,70.5,1325,5.3,70.77953834
10,2032-02-25,21.2,39.4,1059,6.8,83.70705979
8,2032-02-26,18.2,37,1787.1,6.7,61.27496397
9,2032-02-27,13.3,72.9,1990.7,6.2,23.43840415
9,2032-02-28,21.9,42.7,1811,7.3,52.86117958
1,2032-02-29,17.8,41.4,1810.3,7.7,40.8132625
5,2032-03-01,30.5,83.8,883.6,5.5,29.42153335
4,2032-03-02,28,51.1,937.4,6.9,72.14298596
5,2032-03-03,18.6,86.5,808.9,5.3,70.72892389
2,2032-03-04,12.2,31.2,929.8,6.5,46.77537292
